AI_Q1,AI_Q1_ID,AI_Q2,AI_Q2_ID,AI_Q3,AI_Q3_ID,AI_Q4,AI_Q4_ID,AI_Q5,AI_Q5_ID,AI_Q6,AI_Q6_ID,HU_Q1,HU_Q1_ID,HU_Q2,HU_Q2_ID,HU_Q3,HU_Q3_ID,HU_Q4,HU_Q4_ID,HU_Q5,HU_Q5_ID,HU_Q6,HU_Q6_ID
2,-1143,1,-739,2,-1172,1,-436,2,-441,2,-600,2,778,1,605,1,1447,2,623,1,280,2,893
1,-1239,1,-1310,2,-142,1,-2,1,-529,2,-1017,1,1285,2,961,1,648,2,619,2,657,1,599
1,-72,1,-914,1,-1248,2,-129,2,-1186,1,-746,2,1466,2,150,4,346,2,1291,1,876,1,655
1,-1488,1,-765,1,-1184,2,-1022,1,-1387,1,-489,1,1271,1,628,4,659,1,599,2,1202,1,107
1,-1182,1,-1103,2,-1263,1,-389,1,-300,2,-1037,1,1048,2,757,4,155,1,1243,2,1034,2,876
2,-884,1,-579,2,-355,1,-282,1,-120,1,-26,2,940,1,1202,1,410,1,671,1,662,2,1320
2,-1054,2,-939,1,-859,1,-1239,1,-49,1,-188,2,1380,2,937,1,655,1,992,2,967,2,540
1,-29,2,-495,2,-324,2,-309,1,-979,1,-1269,2,1290,2,710,4,1257,2,267,2,388,2,1463
1,-1190,2,-441,1,-1417,1,-166,1,-155,2,-1376,1,760,2,897,1,1072,1,1233,1,53,1,1001
1,-634,1,-1224,1,-447,1,-241,1,-685,2,-1436,1,90,1,1062,1,1041,2,826,2,1211,1,671
1,-1460,1,-1370,1,-1257,1,-1290,2,-1020,2,-210,1,1201,2,1087,1,556,2,472,2,1310,2,143
2,-1285,2,-1376,1,-1172,1,-1050,1,-301,1,-777,2,581,2,905,4,233,2,448,2,539,2,980
1,-1070,2,-1431,2,-1468,2,-396,1,-425,2,-945,1,785,2,952,1,962,2,1166,1,24,2,261
2,-906,1,-967,1,-556,1,-675,2,-304,1,-1227,1,270,1,1371,1,559,1,46,1,124,1,1115
2,-168,2,-1045,1,-1114,2,-808,2,-588,1,-429,1,1169,2,188,4,758,1,571,1,24,1,1199
1,-404,1,-1062,1,-1297,1,-188,1,-1030,1,-1039,1,825,1,1456,4,892,1,1182,1,59,1,1099
2,-959,2,-1211,1,-1244,2,-1193,1,-1367,2,-253,1,1251,2,1115,4,1366,2,1127,2,373,1,53
2,-396,2,-69,1,-549,1,-90,1,-1278,1,-1186,2,383,2,693,1,651,2,1472,1,642,2,1233
2,-279,2,-658,1,-385,2,-235,1,-174,1,-963,2,320,2,129,4,225,2,1223,2,943,1,632
2,-192,2,-306,2,-1231,2,-780,2,-1349,2,-587,1,1421,1,1401,1,903,1,1190,2,913,2,246
2,-579,2,-725,1,-36,1,-559,2,-1397,1,-248,1,1487,1,1303,1,1459,1,1290,2,1048,1,664
1,-400,1,-750,1,-892,1,-960,2,-267,2,-411,1,745,2,357,4,203,1,1306,1,192,2,361
2,-903,1,-103,2,-347,2,-1379,1,-1422,1,-380,2,38,1,499,4,38,1,571,2,380,2,421
2,-437,2,-911,2,-830,2,-1459,1,-556,1,-488,2,1409,1,101,4,1317,2,23,2,606,1,677
2,-1060,1,-1224,2,-516,2,-1025,1,-229,1,-788,2,280,1,936,1,14,1,799,2,349,1,1074
2,-631,2,-984,2,-659,1,-414,2,-1419,1,-1092,2,410,1,181,1,1132,2,1062,2,1248,1,1379
2,-33,1,-227,2,-836,2,-803,1,-746,1,-463,1,642,2,62,4,287,2,569,1,719,2,1455
2,-1019,2,-1012,1,-92,1,-318,2,-1021,2,-462,1,556,2,480,1,104,1,519,2,1160,2,470
2,-746,1,-180,2,-845,1,-1198,1,-1205,1,-369,1,1306,2,503,4,601,2,1135,2,541,2,224
1,-220,2,-507,1,-1457,2,-198,2,-646,2,-288,2,612,1,1004,4,830,2,1187,2,910,2,1400
1,-1381,2,-550,1,-401,1,-640,2,-812,2,-1193,2,1084,2,749,1,310,2,899,2,122,1,1408
1,-817,2,-746,1,-153,2,-1238,1,-1019,1,-507,1,1335,1,992,1,1256,1,1119,1,240,1,679
2,-147,2,-1413,1,-184,1,-456,2,-411,2,-972,1,770,1,137,1,386,1,1494,2,68,1,222
1,-764,2,-774,2,-267,1,-501,2,-1432,1,-1037,1,1327,1,210,1,229,2,975,2,387,2,306
2,-911,2,-384,2,-1441,2,-1390,1,-374,1,-300,1,10,2,715,4,547,1,630,1,942,2,1080
2,-738,1,-449,2,-463,2,-152,1,-800,2,-843,2,731,1,1457,1,303,2,486,2,1037,1,104
2,-628,2,-1002,2,-1151,2,-114,1,-155,2,-1037,1,877,1,269,1,904,1,599,2,982,1,1019
2,-1453,2,-358,2,-1498,2,-1225,1,-856,2,-564,2,823,2,280,1,726,2,215,1,1128,1,877
2,-1422,1,-259,1,-663,2,-521,2,-951,1,-1288,1,526,1,1150,4,281,1,1272,2,657,2,1492
2,-490,2,-1260,1,-1385,2,-809,2,-658,1,-1033,2,1127,1,871,1,629,2,465,1,632,1,660
1,-134,1,-362,1,-1267,1,-1445,2,-1161,1,-435,2,488,1,1492,1,949,1,148,1,1192,2,1197
2,-936,1,-1460,2,-836,2,-84,1,-775,2,-490,1,630,1,1446,1,480,1,191,1,1357,2,475
2,-1060,2,-1458,1,-1136,2,-1288,1,-374,1,-1431,1,1376,1,240,1,635,2,131,1,1395,2,511
2,-35,2,-837,1,-88,1,-138,1,-554,2,-1489,1,291,2,1440,1,400,1,998,1,619,2,1352
1,-654,1,-65,1,-524,2,-294,1,-725,2,-305,2,461,1,1156,1,700,1,609,2,58,2,448
1,-1494,2,-278,1,-1189,2,-550,1,-980,2,-835,1,1166,2,337,1,976,1,337,1,256,2,836
2,-783,1,-1021,1,-676,1,-938,1,-93,1,-796,1,99,1,1382,1,428,1,956,2,561,1,26
2,-509,2,-624,1,-587,1,-839,1,-521,2,-668,2,1146,1,481,1,122,1,1248,2,112,2,931
1,-871,2,-637,1,-971,1,-611,2,-876,2,-253,1,1250,1,1103,1,165,2,81,1,363,2,49
2,-895,2,-926,1,-1007,2,-1445,1,-817,2,-1263,2,1312,2,655,4,183,1,1238,2,1488,2,313
2,-653,2,-814,1,-768,2,-1393,2,-129,1,-311,2,1030,1,413,1,587,1,1274,1,1457,1,819
1,-753,2,-1243,1,-930,1,-1030,2,-420,1,-605,2,81,2,276,1,1032,1,591,2,1456,2,417
1,-262,2,-1450,1,-898,2,-383,2,-319,2,-210,1,725,1,1494,4,199,2,366,2,1490,2,690
2,-487,1,-35,1,-1186,1,-109,2,-738,2,-766,1,1343,2,626,4,1395,2,1193,2,1118,2,1117
1,-207,2,-157,1,-507,2,-360,1,-1218,2,-391,1,777,1,1325,4,1211,2,1312,2,367,1,926
1,-846,2,-1108,2,-484,1,-1092,1,-638,2,-575,1,317,2,1378,4,1309,2,961,2,770,2,363
1,-231,2,-736,2,-1174,1,-362,1,-378,1,-222,1,1369,1,8,1,770,1,1051,1,485,1,438
2,-1189,1,-640,2,-170,1,-828,1,-454,1,-611,1,1303,1,752,1,727,1,1466,2,1216,2,1468
2,-120,1,-1251,1,-121,1,-1401,2,-317,2,-134,1,752,1,690,4,593,2,1312,2,117,2,1243
1,-773,2,-734,2,-482,1,-773,1,-1179,2,-1349,1,757,2,1345,1,1433,1,679,1,47,1,1357
1,-634,1,-386,2,-257,1,-163,1,-108,2,-662,1,932,1,487,1,1474,1,1430,2,139,2,1214
1,-323,2,-658,2,-170,1,-406,1,-165,1,-215,1,984,2,1091,1,264,2,348,1,1040,1,1001
2,-1475,2,-628,1,-157,2,-1479,1,-740,1,-1324,2,253,1,127,4,300,2,962,1,935,2,33
2,-201,2,-1199,2,-958,2,-369,2,-1301,2,-198,1,599,2,612,1,1260,1,1147,2,168,2,1207
2,-912,2,-1010,2,-1335,1,-584,1,-506,1,-1014,2,1289,2,261,1,1080,2,1352,1,1333,1,42
2,-652,2,-783,2,-235,1,-750,1,-1320,2,-712,2,777,1,755,4,1146,2,153,2,390,1,1242
1,-840,1,-31,2,-1438,2,-634,1,-397,1,-135,1,101,2,499,4,6,1,808,1,1498,1,471
1,-1078,1,-1117,2,-1101,1,-636,1,-243,2,-422,1,1312,1,871,4,885,2,945,1,571,1,87
2,-231,1,-1040,2,-800,2,-725,2,-31,1,-464,1,1353,1,787,1,898,1,1318,2,485,2,1226
2,-745,2,-60,2,-106,2,-490,1,-146,2,-1413,1,1026,2,558,4,432,2,173,2,1024,1,269
2,-1156,2,-772,1,-1327,1,-1175,1,,2,-851,1,876,1,1411,4,742,1,1456,2,648,2,1385
1,-36,2,-1278,2,-278,1,-1471,1,-1390,1,-419,1,1180,1,1379,1,155,2,341,1,317,1,1066
1,-1401,1,-31,1,-1174,1,-1248,1,-990,2,-586,1,252,2,667,1,81,2,799,2,1449,2,1303
1,-577,1,-739,2,-702,2,-824,1,-1029,2,-1101,1,904,1,657,1,1197,1,1275,2,102,2,1148
1,-1061,1,-482,1,-1274,2,-746,1,-1248,1,-921,2,753,1,964,1,246,2,1101,2,911,2,139
1,-180,1,-625,2,-1429,1,-112,1,-355,1,-124,2,3,1,982,1,1099,1,1463,1,145,2,357
2,-1044,1,-147,1,-641,1,-762,1,-1335,2,-790,2,1145,1,662,1,168,2,980,1,317,2,701
2,-1065,2,-1342,1,-209,1,-153,1,-754,2,-746,2,3,1,1040,1,1298,1,326,1,943,2,1188
1,-1204,1,-1065,2,-152,2,-42,2,-1394,1,-552,1,1029,1,1256,1,47,2,690,2,341,2,755
2,-241,1,-1143,1,-1087,2,-442,2,-634,1,-713,2,75,2,488,1,233,1,747,2,639,2,970
2,-363,2,-390,1,-1433,2,-403,1,-105,2,-351,2,843,1,868,4,970,1,980,1,1453,1,758
2,-1246,1,-746,2,-1171,2,-1005,1,-176,1,-790,1,445,1,1159,1,1444,1,1105,2,870,1,263
2,-1248,2,-107,2,-924,1,-648,1,-800,1,-224,1,297,2,992,1,823,2,1012,1,969,1,1475
2,-1197,2,-690,2,-732,1,-1500,2,-1237,1,-1354,1,673,2,1073,4,158,2,365,2,364,1,832
1,-254,1,-917,1,-914,2,-403,2,-1253,1,-1349,2,390,1,276,1,200,1,1401,2,239,1,1073
1,-361,2,-930,1,-410,2,-188,2,-357,2,-1267,2,612,2,653,1,1012,1,392,2,1113,1,1208
2,-397,2,-400,2,-597,2,-1011,1,-559,1,-765,1,1366,1,56,1,244,1,1462,1,1146,2,868
2,-9,2,-60,2,-38,2,-464,2,-1359,2,-928,2,401,1,1249,4,393,2,197,2,365,2,1255
1,-977,2,-129,2,-332,2,-1337,1,-646,1,-994,2,208,1,896,4,1124,2,1256,1,668,2,417
1,-393,2,-313,2,-289,1,-12,2,-73,2,-903,2,651,2,480,1,157,2,1378,2,1378,2,1251
1,-1401,2,-142,2,-7,2,-832,1,-753,2,-243,1,168,1,751,1,1146,2,80,2,454,1,804
1,-628,1,-427,1,-549,1,-199,2,-708,2,-855,1,8,1,1362,4,1023,1,998,2,1406,1,288
1,-405,2,-554,1,-555,2,-764,1,-442,2,-1234,2,717,2,577,4,1248,2,1032,1,1311,1,1030
